浦島太郎,0,0,0,名詞,一般,*,*,*,*,浦島太郎,ウラシマタロウ,ウラシマタロウ
乙姫様,0,0,0,名詞,一般,*,*,*,*,乙姫様,オトヒメサマ,オトヒメサマ
